"Index","UserId","BranchId","Transaction_ID","NoteSerial1","Success","ElapsedMs","Error"
"1","1","7","1202441","72605065","True","1017",""
"2","3","7","1202450","72605073","True","1092",""
"3","4","7","1202374","72605006","True","432",""
"4","5","7","1202439","72605063","True","871",""
"5","6","7","1202393","72605022","True","481",""
"6","7","7","1202438","72605062","True","990",""
"7","8","7","1202483","72605100","True","1334",""
"8","9","7","1202413","72605041","True","785",""
"9","10","7","1202384","72605014","True","532",""
"10","11","7","1202376","72605008","True","468",""
"11","18","7","1202382","72605012","True","509",""
"12","19","7","1202461","72605082","True","1162",""
"13","22","7","1202459","72605081","True","1151",""
"14","23","7","1202423","72605049","True","834",""
"15","25","7","1202452","72605075","True","1077",""
"16","26","7","1202375","72605007","True","453",""
"17","27","7","1202435","72605059","True","933",""
"18","28","7","1202442","72605066","True","991",""
"19","29","7","1202440","72605064","True","966",""
"20","30","7","1202373","72605005","True","384",""
"21","31","7","1202433","72605057","True","904",""
"22","32","7","1202453","72605076","True","989",""
"23","33","7","1202446","72605069","True","922",""
"24","34","7","1202396","72605024","True","497",""
"25","35","7","1202402","72605030","True","555",""
"26","36","7","1202379","72605010","True","356",""
"27","37","7","1202436","72605060","True","844",""
"28","38","7","1202456","72605078","True","1007",""
"29","39","7","1202389","72605018","True","443",""
"30","40","7","1202398","72605026","True","523",""
"31","41","7","1202395","72605023","True","489",""
"32","42","7","1202391","72605020","True","461",""
"33","43","7","1202445","72605068","True","914",""
"34","44","7","1202404","72605032","True","570",""
"35","45","7","1202400","72605028","True","539",""
"36","46","7","1202403","72605031","True","563",""
"37","47","7","1202401","72605029","True","547",""
"38","48","7","1202463","72605084","True","1060",""
"39","49","7","1202407","72605035","True","601",""
"40","50","7","1202410","72605038","True","628",""
"41","51","7","1202458","72605080","True","1024",""
"42","52","7","1202432","72605056","True","804",""
"43","53","7","1202409","72605037","True","620",""
"44","54","7","1202472","72605091","True","1122",""
"45","55","7","1202466","72605087","True","1087",""
"46","56","7","1202468","72605088","True","1096",""
"47","57","7","1202475","72605094","True","1147",""
"48","58","7","1202462","72605083","True","1051",""
"49","59","7","1202397","72605025","True","502",""
"50","60","7","1202405","72605033","True","579",""
"51","61","7","1202388","72605017","True","433",""
"52","62","7","1202412","72605040","True","644",""
"53","63","7","1202486","72605102","True","1230",""
"54","64","7","1202414","72605042","True","661",""
"55","65","7","1202406","72605034","True","589",""
"56","66","7","1202415","72605043","True","672",""
"57","67","7","1202399","72605027","True","530",""
"58","68","7","1202383","72605013","True","392",""
"59","69","7","1202380","72605011","True","371",""
"60","70","7","1202392","72605021","True","469",""
"61","71","7","1202473","72605092","True","1129",""
"62","72","7","1202469","72605089","True","1102",""
"63","73","7","1202474","72605093","True","1137",""
"64","74","7","1202422","72605048","True","725",""
"65","75","7","1202451","72605074","True","970",""
"66","76","7","1202454","72605077","True","995",""
"67","77","7","1202385","72605015","True","410",""
"68","78","7","1202487","72605103","True","1231",""
"69","79","7","1202477","72605095","True","1154",""
"70","80","7","1202480","72605097","True","1174",""
"71","81","7","1202481","72605098","True","1182",""
"72","82","7","1202390","72605019","True","449",""
"73","83","7","1202386","72605016","True","422",""
"74","84","7","1202408","72605036","True","608",""
"75","85","7","1202411","72605039","True","634",""
"76","86","7","1202485","72605101","True","1228",""
"77","87","7","1202419","72605046","True","701",""
"78","88","7","1202417","72605045","True","693",""
"79","89","7","1202431","72605055","True","793",""
"80","90","7","1202428","72605053","True","775",""
"81","91","7","1202447","72605070","True","929",""
"82","92","7","1202426","72605051","True","753",""
"83","93","7","1202449","72605072","True","949",""
"84","94","7","1202478","72605096","True","1164",""
"85","95","7","1202421","72605047","True","711",""
"86","96","7","1202424","72605050","True","742",""
"87","97","7","1202437","72605061","True","849",""
"88","98","7","1202418","72605044","True","680",""
"89","99","7","1202457","72605079","True","1010",""
"90","100","7","1202465","72605086","True","1074",""
"91","101","7","1202470","72605090","True","1109",""
"92","102","7","1202434","72605058","True","821",""
"93","103","7","1202482","72605099","True","1190",""
"94","104","7","1202488","72605104","True","1239",""
"95","105","7","1202429","72605054","True","782",""
"96","106","7","1202427","72605052","True","763",""
"97","107","7","1202448","72605071","True","940",""
"98","108","7","1202443","72605067","True","900",""
"99","109","7","1202464","72605085","True","1063",""
"100","110","7","1202377","72605009","True","470",""
