"Id","DocumentNumber","CompanyId","BranchId","Date","DateHijri","Notes","SourcePageId","SourceId","IsActive","IsPosted","IsDeleted","Image","UserId","DepartmentId","CurrencyId","Equivalent","OriginalDocumentNumber","OriginalNoteId","OriginalNoteType","OriginalSerial","MigrationSource"
"2917","01-2025-05-001","","","5/12/2025 9:42:00 PM","","","10366","2","True","False","False","","1","44","","","","","","",""
