"Id","DocumentNumber","VoucherDate","FromDate","ToDate","IsDeleted","UserId","Notes","Image","DepartmentId"
"1","01-24-12-001","12/2/2024 1:26:00 PM","1/1/2024 12:00:00 AM","12/31/2024 12:00:00 AM","True","1","","","44"
