"ID","BranchId","UserID","RenterID","RenterID2","ContNo","Remark","RecoedDate","RecoedDateH","StrDate","FromdateH","EndDate","TodateH","NoteSerial","Water","Electricity","Addval"
"1","1","1","293","827","2236","","11/1/2023 12:00:00 AM","1445/04/18","9/1/2023 12:00:00 AM","1445/02/16","8/31/2024 12:00:00 AM","1446/02/26","1202309006","0","0","0"
