"Id","ArName","EnName","Code","IsDeleted","IsActive","Notes","SalesAccountId","InventoryAccountId","CostOfSalesAccountId","PurchaseAccountId","BankAccountId","DiscountAllowedAccountId","AcquiredDeductionAccountId","IsLinked","IsPosted","UserId","Image","GeneralExpensesAccountId","TaxAccountId","IdOnWebSite","FixedAssetsAccountId","CurrentAssetsAccountId","ShareHolderAccountId","CurrentShareHolderAccountId","FixedAssetsDepreciationExpensesAccountId","IdOnWebsite2","CustomersAccountId","VendorsAccountId","ExpensesAccountId","RevenueAccountId","CommercialRevenueTaxAccountId","InstallmentRevenueAccountId","VisaAccountId","VisaCommissionAccountId","DirectExpensesAccountId","AccruedSalariesAccountId","PhoneNo","EmpVacationAccumulatedAccountId","TravelingTicketsAccumulatedAccountId","EndOfServiceAccumulatedAccountId","PaidAllowancesAccumulatedAccountId","EmpVacationExpensesAccountId","TravelingTicketsExpensesAccountId","EndOfServiceExpensesAccountId","PaidAllowancesExpensesAccountId","SalesReturnsAccountId","ReservationPaymentAccountId","DepartmentCurrentAccountId","DepartmentsInventoryTransferAccountId","EmployeeReceivableAccountId","IdOnWebsite3","DueSalariesAccountId","RefundableInsuranceAccountId","InventoryVarianceAccountId","LostAndDamagedAccountId","GiftsAndSamplesAccountId","CompanyId","ActivityId","HotelRevenueAccountId","SmokingTaxAccountId","ElderHostingAccountId","ChildSubscriptionAccountId","Address","QuestAndCommissionRevenueId","WaterRevenueId","ElectricityRevenueId","ServicesRevenueId","RentRevenueId","RentsDueToOthersId","MediatorARentsDueToOthersId","CommissionDueFromOthersOwningId","OwnerAccountId","OwnerDueExpensesId","RenterAndBuyerAccountId","PropertyRefundInsuranceId","DueRentId","CompanyDueCommissionId","WaterDueRevenueId","ElectricityDueRevenueId","ServicesDueRevenueId","MediatorAInsuranceForOthersToAllRentersId","BookingBatchesId","ElectricityExpensesAndInvoicesId","RepsCommissionAccountId","CommissionAccountId","PropertyExpensesAccountId","RefundableInsuranceAccountForRentersId","DueBatchesId","ServiceRevenueAccountId","DebitValueAddedTaxesAccountId","CreditValueAddedTaxesAccountId","GasDueRevenueId","GasRevenueId","ViolationsDueRevenueId","ViolationsRevenueId"
"44","فرع المركز الرئيسى","","1","False","True","","722","638","647","638","","724","650","","","1","","","713","","622","621","623","624","","","635","703","620","619","629","629","","734","629","661","","706","707","708","785","698","699","700","629","723","629","679","629","642","","748","629","629","629","765","4","5","629","629","629","629","","745","742","741","744","740","778","629","757","760","629","764","750","768","773","770","769","772","629","781","673","782","783","629","750","768","807","718","719","771","743","629","629"
