"Id","Code","ArName","EnName","IsActive","IsDeleted","UserId","Notes","Image","DepartmentId","Agent","AgencyNo","ContactPerson","AccountId","VATNo","Phone","Mobile","Fax","Email","Address"
"32","1","شركة الف القاسم ","","True","False","1","","","44","","","","760","","","","","",""
