"TableName","ColumnName","DataType"
"TBLGeneralFundReceipt","NoteID","int"
"TBLGeneralFundReceipt","NoteSerial","bigint"
"TblGoldDetail","InstallPrice","float"
"TblHandWages","NoteID","int"
"TblHandWages","NoteSerial","nvarchar"
"TblHandWages","NoteSerial1","nvarchar"
"TblHandWages","InstructionNote","nvarchar"
"TblHandWages","paymentnote","nvarchar"
"TBLInsurances","NoteSerial","nvarchar"
"TBLInsurances","NoteID","int"
"TblInvestProfitDistri","NoteSerial","nvarchar"
"TblInvestProfitDistri","NoteID","int"
"TblInvoiceError","NoteSerial1","nvarchar"
"TblInvoiceError","Notes","nvarchar"
"TblIPOSharer","NoteSerial","nvarchar"
"TblIPOSharer","NoteID","int"
"TblIqrMerg","Cont","int"
"TblIssuBillStudent","NoteID","int"
"TblIssuBillStudent","NoteSerial","nvarchar"
"TblIssuBillStudentDet","ContNo","int"
"TblItems","Content","nvarchar"
"TblItems","InstallmentService","bit"
"TblJobOrders","Noteid3","int"
"TblJobOrders","NoteSerial13","nvarchar"
"TblJobOrders","NoteSerial1Cash","bigint"
"TblJobOrders","NoteSerialCash","bigint"
"TblJobOrders","NoteIDCash","bigint"
"TblJobOrders","NoteSerial11","nvarchar"
"tblKhsmEdafa","Notes","nvarchar"
"TblLC","NoteSerial","nvarchar"
"TblLC","NoteID","int"
"TblLC","NoteIDOpenRowId","uniqueidentifier"
"TblLC","NoteID2RowId","uniqueidentifier"
"TblLC","NoteIDRowId","uniqueidentifier"
"TblLC","NoteIDOpen","int"
"TblLC","NoteSerialOpen","int"
"TblLC","NoteID2","int"
"TblLC","NoteSerial2","int"
"TBLLCHistory","NoteID","int"
"TBLLCHistory","NoteSerial","int"
"TBLLCMargin","NoteID","int"
"TBLLCMargin","NoteSerial","int"
"TBLLCMargin","NoteID2","int"
"TBLLCMargin","NoteSerial2","int"
"TBLLCMargin2","NoteID2","int"
"TBLLCMargin2","NoteSerial2","int"
"TBLLCMargin2","NoteID","int"
"TBLLCMargin2","NoteSerial","int"
"tblLCOpenB","NoteID2","int"
"tblLCOpenB","NoteSerial2","int"
"tblLCOpenB","NoteID","int"
"tblLCOpenB","NoteSerial","int"
"TblLockedOrderMaintenance","Cont","int"
"TbllProductionPlan","NoteSerial","nvarchar"
"TblMainteneceDetails","CustomerNotes","nvarchar"
"TblMainteneceDetails","EmpNotes","nvarchar"
"TblMainteneceNew","CustomerNotes","nvarchar"
"TblMainteneceNew","EmpNotes","nvarchar"
"TblMinistryContract","EndContractDate","datetime"
"TblMinistryContract","EndContractDateh","nvarchar"
"TblMinistryContract","StartContractDate","datetime"
"TblMinistryContract","StartContractDateh","nvarchar"
"TblMinistryContract","MinistryContractNo","nvarchar"
"TblMinistryContract","ContractYears","int"
"TblMinistryContract_Installment","InstallmentNo","int"
"TblMoveEmp1","NoteSerial","nvarchar"
"TblMoveEmp1","NoteID","int"
"TblMultuPayment","NoteID","int"
"TblNotesBillBuyPayment","NoteID","int"
"TblNotesBillBuyPayment","NoteSerial1","float"
"TblNotesBillBuyPayment","Note_Value","float"
"TblNotesBillBuyPayment","NoteDate","datetime"
"TblNotesBillBuyPayment","NoteID1","int"
"TblNotesBillBuyPayment2","NoteID","int"
"TblNotesBillBuyPayment2","NoteSerial1","float"
"TblNotesBillBuyPayment2","Note_Value","int"
"TblNotesBillBuyPayment2","NoteDate","datetime"
"TblNotesBillBuyPayment2","NoteID1","int"
"TblNotesBillProjectPayment","NoteID","int"
"TblNotesBillProjectPayment","NoteSerial1","float"
"TblNotesBillProjectPayment","Note_Value","float"
"TblNotesBillProjectPayment","NoteDate","datetime"
"TblNotesBillProjectPayment","NoteID1","int"
"TblNotesBillVindorPayment","NoteID","int"
"TblNotesBillVindorPayment","NoteSerial1","float"
"TblNotesBillVindorPayment","Note_Value","float"
"TblNotesBillVindorPayment","NoteDate","datetime"
"TblNotesBillVindorPayment","NoteID1","int"
"TblNotesOwnerPayment","NoteID","int"
"TblNotesOwnerPayment202","NoteID","int"
"TblNotesOwnerPayment202","NoteID2","int"
"TblNotesOwnerPayment202","ContNoteSerial1","nvarchar"
"TblNotesOwnerPayment202","NoteDate","datetime"
"TblNotesOwnerPayment202","NoteID3","float"
"TblNotesOwnerPayment202","NoteType","int"
"TblNotesSales","NoteID","int"
"TblNotesTypes","NotesType","int"
"TblNotesTypes","NotesTypeName","nvarchar"
"TblNotesTypes","NotesTypeNamee","nvarchar"
"TblOLDContract","ContractNo","nvarchar"
"TblOLDContract","ContractValue","float"
"TblOLDContract","ContractDate","datetime"
"TblOLDContract","ContructType","int"
"TblOLDContract","ContractValidity","nvarchar"
"TblOpenClosPeriod","FlgAllocati","bit"
"TblOpenClosPeriod","CloseAllocati","bit"
"TblOptions","EnableNotesAlramColors","int"
"TblOptions","PlayNotesAlramSound","int"
"TblOptions","InstallmntsvchrCoding","bit"
"TblOptions","WorkWithFirstInstallOnly","bit"
"TblOptions","EmpNotExcceedDiscount","bit"
"TblOptions","SubContactorHave3Account","bit"
"TblOptions","workWithCustomerContract","bit"
"TblOptions","workwithticketAllocation","bit"
"TblOptions","workWithvendorContract","bit"
"TblOptions","chkAllowEditPaymentCont","bit"
"TblOptions","NoCreatJLInRentContract","bit"
"TblOptions","TypeContractAutoFromIqar","bit"
"TblOptions","DUEDOCUMENTbyinstallDate","bit"
"TblOptions","WaiverSetByContract","bit"
"TblOptions","IsElecWaterCont","bit"
"TblOrderMaint","TechNote","nvarchar"
"TblOrderMaint","DeptNotes","nvarchar"
"TblOrderMaint","InitialNotes","nvarchar"
"TblOrderMaintenance","Cont","int"
"TblOrderUpload","ContainerNo","nvarchar"
"TblOtheExpensAqar","NoteSerial1","nvarchar"
"TblOtheExpensAqar","NoteID","int"
"TblOtheExpensAqar","NoteSerial","nvarchar"
"TblOwnerPayment","NoteID","int"
"TblOwnerPayment202","NoteID","int"
"TblOwnerPayment202","NoteID2","int"
"TblOwnerPayment202","NoteID3","int"
"TblOwnerPayment202","NoteType","int"
"TblPayPrePayed","NoteID","int"
"TblPayPrePayed","Note_Value","float"
"TblPayPrePayed","NoteSerial1","float"
"TblPayPrePayed","NoteDate","datetime"
"TblPayPrePayed","NoteID1","int"
"TblPaytAmortization","NoteSerial","nvarchar"
"TblPaytAmortization","NoteID","int"
"TblProcessDEFDetails","NoteSerial1","nvarchar"
"tblProductionAlloc","NoteID","float"
"tblProductionAlloc","NoteSerial","nvarchar"
"tblProductionAlloc","NoteSerial1","nvarchar"
"tblProductionAlloc","NoteSerial1V","nvarchar"
"tblProductionAllocDetails","NoteSerial","nvarchar"
"tblProductionAllocDetails","NoteSerial1","nvarchar"
"TblProductionAllocDetails1","NoteSerial1","nvarchar"
"TblProductLine","Notes","nvarchar"
"TblProductLineEquipments","Notes","nvarchar"
"TblProjectMonthBillDet","NoteID","int"
"TblProjectMonthBillDet","NoteSerial","nvarchar"
"TblProjePayPrePayed","NoteID","int"
"TblProjePayPrePayed","Note_Value","float"
"TblQuesEmp","LongCont","nvarchar"
"TblReCalVATPO","NoteID","int"
"TblReCalVATPO","NoteSerial","nvarchar"
"TblReCalVATPO","NoteID2","int"
"TblReCalVATPO","NoteSerial2","nvarchar"
"TblReCost","NoteSerial","nvarchar"
"TblReCost","NoteID","int"
"TblReCostCalcDet","NoteSerial1","nvarchar"
"TblReCostCalcDet","Note_Value","float"
"TblReCostCalcDet","NoteSerial","nvarchar"
"TblReCostCalcDet","NoteID","int"
"TblReCostCalcDet2","NoteSerial1","nvarchar"
"TblReCostCalcDet2","NoteSerial","nvarchar"
"TblReCostCalcDet2","NoteID","int"
"TblReCostDet","NoteSerial1","nvarchar"
"TBLRegisterHoliday","DateSatrContrac","datetime"
"TBLRegisterHoliday","DateEndContrac","datetime"
"TblRequerMainten","supervisorNotes","nvarchar"
"TblRequest_MinistryContract","NoteSerial","nvarchar"
"TblRequest_MinistryContract","NoteID","int"
"TblRequest_MinistryContract_Detailst","StartContractDate","nvarchar"
"TblRequest_MinistryContract_Detailst","EndContractDate","nvarchar"
"TblReturnExpensInves","NoteID","int"
"TblReturnExpensInves","NoteSerial","nvarchar"
"TblSaleBilllInvestment","NoteSerial","nvarchar"
"TblSaleBilllInvestment","NoteID","int"
"TblSalesGExpepenses","NoteSerial","nvarchar"
"TblSalesPayPrePayed","NoteID","int"
"TblSalesPayPrePayed","Note_Value","float"
"TblSlaeInstalOrder","NoteSerial","nvarchar"
"TblStuCandidacy","ContNoID","int"
"TblStuCandidacy","ContCode","nvarchar"
"TblStuCandidacyAccept","ContNoID","int"
"TblStuCandidacyAcceptDet","ContNoID","int"
"TblStudCalling","NoteSerialCash","bigint"
"TblStudCalling","NoteIDCash","bigint"
"TblStudent","TypeContract","int"
"TblStudent","ContNoID","int"
"TblStudTermiCompany","ContNo","nvarchar"
"TblStudTermiCompany","ContValue","float"
"TblStudTermiCompany","ContID","int"
"TblStudTirmination","ContNo","int"
"TblStudTirmination","ContFullCode","nvarchar"
"TblTransacRegistr","NoteSerial1","nvarchar"
"TblTransactionsApproval","NoteSerial","float"
"TblTransferAssets","NoteSerial","nvarchar"
"TblTransferAssets","NoteID","int"
"TblTravDueK","NoteID","int"
"TblTravDueK","NoteSerial","float"
"TblTravDueK","NoteSerial1","float"
"TblTravDueK","ContainerNo","nvarchar"
"TblTravDueK","ContractNo","nvarchar"
"TblTravDueKDet","NoteID","int"
"TblTravDueKDet","notesallid","float"
"TblTravDueKDet","ContainerNo","nvarchar"
"TblTravDueKDet","ContItem","nvarchar"
"TblTravelTransDet","NotesallID","int"
"TblTripReg","NoteSerial1","nvarchar"
"TblTripReg","OldNoteSerial1","nvarchar"
"tblTripTrans","NoteID","int"
"tblTripTrans","NoteSerial1","nvarchar"
"tblTripTrans","NoteSerial","nvarchar"
"tblTripTrans2","NoteID","int"
"tblTripTrans2","notesallid","float"
"TblTripTypesTransport","NotesallID","int"
"TblTripTypesTransport","allocations","int"
"TblTypeLenShow","IsClearContactLenses","bit"
"TblTypeLenShow","IsColorContactLense","bit"
"TblTypicalProduction","NoteID","int"
"TblTypicalProduction","NoteSerial","nvarchar"
"TblTypicalProduction","NoteSerial1","nvarchar"
"TblTypicalProduction","Allocations","float"
"TblTypicalProduction","Allocations1","float"
"TblTypicalProduction2","NoteID","int"
"TblTypicalProduction2","NoteSerial","nvarchar"
"TblTypicalProduction2","NoteSerial1","nvarchar"
"TblTypicalProduction2","Allocations","float"
"TblTypicalProduction2","Allocations1","float"
"TblUnitNoInformation","ContNo","int"
"TblUnitNoInformation","FilterNo","int"
"TblUnitNoInformation","NoteID","int"
"TblUsers","DateCanNotEdit","bit"
"TblUsers","BranchCanNotEdit","bit"
"TblUsers","PreFixCanNotEdit","bit"
"TblUsers","CanCancelContract","bit"
"TblUsers","CanAcreditRsContract","bit"
"TblUsers","NotEditInternalPrice","bit"
"TblUsers","NotEditSalesRetPrice","bit"
"TblUsers","NotEditDiscountLine","bit"
"TblVacationSettings","CommContract","int"
"TblVATAvowal","Notes","nvarchar"
"TblVATAvowal","NoteSerial","nvarchar"
"TblVATAvowal","NoteID","int"
"TblVATAvowal","ContractVaue","float"
"TblVATAvowal","ContractReVaue","float"
"TblVATAvowal","ContractVAT","float"
"TblVATAvowal","TxtContractVaue","float"
"TblVATAvowal","TxtContractReVaue","float"
"TblVATAvowal","TxtContractVAT","float"
"TblVATAvowal","ContractVaueHousing","float"
"TblVATSettings","NoteSerial","nvarchar"
"TblVATSettings","NoteID","int"
"TblVATSettingsDet","Notes","nvarchar"
"TblVehicleAllocation","StudentAlloc","int"
"TblVendorCars","EndAllocationDate","datetime"
"TblVendorContract","TblVendorContractD","int"
"TblVendorContractDetails","TblVendorContractD","int"
"TblVocation","ContDay","float"
"TblVocationEntitlements","ContDay","float"
"TblVocationEntitlements","NoteSerial","nvarchar"
"TblVocationEntitlements","NoteID","int"
"TblWaiverCont","ContNo","float"
"TblWaiverCont","NoteSerial","nvarchar"
"tmpPos33","NoteSerial1","nvarchar"
"tmptblEInvoice","InstructionNote","nvarchar"
"tmptblEInvoice","paymentnote","nvarchar"
"Transaction_Details","ResiveNoteID","int"
"Transaction_Details","IssuNoteID","int"
"Transaction_Details","NoteSerial14","nvarchar"
"Transactions","NoteSerial","varchar"
"Transactions","NoteSerial1","varchar"
"Transactions","NoteId","int"
"Transactions","OldNoteSerial1","nvarchar"
"Transactions","ChkInstall","int"
"Transactions","ContryId","float"
"Transactions","ContactPhone","nvarchar"
"Transactions","ContactTime","nvarchar"
"Transactions","NoteSerial2","nvarchar"
"Transactions","OldContID","int"
"Transactions","TradingContractNo","int"
"Transactions","TradingContractID","int"
"Transactions","ContainerNo","int"
"Transactions","OldNoteSerial","nvarchar"
"Transactions","OldNoteId","int"
"Transactions","NoteSerial1Cash","bigint"
"Transactions","NoteSerialCash","bigint"
"Transactions","NoteIDCash","bigint"
"Transactions","InstructionNote","nvarchar"
"Transactions","paymentnote","nvarchar"
"Transactions","ContainersCounts","int"
"Transactions","InstallmentService","bit"
"Transactions","NoteIDCloseAll","int"
"Transactions","NoteIDAll","int"
"Transactions","NoteIDCloseDisc","int"
"Transactions","NoteIDCloseOut","int"
"Transactions","NoteID2","int"
"Transactions","NoteID3","int"
"Transactions","NoteSerial3","int"
"Transactions","AddNotes","nvarchar"
"Translations","ControlName","nvarchar"
"Translations","ControlIndex","nvarchar"
"Translations2","ControlName","nvarchar"
"Translations2","ControlIndex","nvarchar"
"TravKItemDet","NotesID","int"
