"DatabaseName","SchemaName","TableName","Rows"
"Adnan","dbo","TblExchangeRequest2","0"
"Adnan","dbo","TblExitvisasReturn","0"
"Adnan","dbo","TblExitvisasReturnDet","0"
"Adnan","dbo","TblExp301UnitNo","990"
"Adnan","dbo","TblExpensesDet","1119"
"Adnan","dbo","TblExpensesDet301","4163"
"Adnan","dbo","TblExpensesDetVouch","0"
"Adnan","dbo","TblExpensesInvesment","0"
"Adnan","dbo","TblExpensesInvesmentDet","0"
"Adnan","dbo","TblExpensiveOper","0"
"Adnan","dbo","TblExpUnitNo","11"
"Adnan","dbo","TblExpUnitNoVouch","1"
"Adnan","dbo","TblExpUnitNoVouch1","0"
"Adnan","dbo","TblExtinAccounts","0"
"Adnan","dbo","TblExtinAccountsDer","0"
"Adnan","dbo","TblExtraExpeneses","0"
"Adnan","dbo","TblFarmAnimalDeath","0"
"Adnan","dbo","TblFarmAnimalRegister","0"
"Adnan","dbo","TblFarmAnimalRegister2","0"
"Adnan","dbo","TblFarmColors","0"
"Adnan","dbo","TblFarmDoctors","0"
"Adnan","dbo","TblFarmRequestTreatment","0"
"Adnan","dbo","TblFarmRequestTreatment2","0"
"Adnan","dbo","TblFinalSettl","0"
"Adnan","dbo","TblFinaStatem","0"
"Adnan","dbo","TblFinaStatemDet","0"
"Adnan","dbo","TblFinished","0"
"Adnan","dbo","TblFiterWaiver","470"
"Adnan","dbo","TblFiterWaiverDe","252"
"Adnan","dbo","TblFiterWaiverDet2","939"
"Adnan","dbo","TblFixedAssestTmpValue","0"
"Adnan","dbo","TblFlightDetails","0"
"Adnan","dbo","TblFlightDetails2","0"
"Adnan","dbo","TblFollowUpAdminMeasure","0"
"Adnan","dbo","TblFollowUpAdminMeasureDetails","0"
"Adnan","dbo","tblFromWeb","0"
"Adnan","dbo","TblGemstones","0"
"Adnan","dbo","tblGeneralCashing","0"
"Adnan","dbo","tblGeneralCashing1","0"
"Adnan","dbo","tblGeneralCashing1Details","0"
"Adnan","dbo","tblGeneralCashingDetails","0"
"Adnan","dbo","tblGeneralCashingDetailsCus","0"
"Adnan","dbo","TBLGeneralFRJoin","0"
"Adnan","dbo","TBLGeneralFundReceipt","0"
"Adnan","dbo","TblGestonesFrm","0"
"Adnan","dbo","TblGoldDetail","0"
"Adnan","dbo","TblGridguranteeSales","0"
"Adnan","dbo","tblGroupEye","0"
"Adnan","dbo","TblGroupItemProductLine","0"
"Adnan","dbo","TblGroupItemProductLineUsersset","6173"
"Adnan","dbo","TblGroupQCItems","0"
"Adnan","dbo","TblGroupUsers","0"
"Adnan","dbo","TblGroupUsersDet","0"
"Adnan","dbo","TblGType","5"
"Adnan","dbo","TblHandWages","0"
"Adnan","dbo","TblHandWages2","0"
"Adnan","dbo","TblHarborsData","0"
"Adnan","dbo","TblHealthy","0"
"Adnan","dbo","tblHolidayData","0"
"Adnan","dbo","TblHolidays","0"
"Adnan","dbo","Tblholidays2","0"
"Adnan","dbo","TblHotels","0"
"Adnan","dbo","TblImportShifts","0"
"Adnan","dbo","TblImportShiftsDet","0"
"Adnan","dbo","TblImportShiftsDet2","0"
"Adnan","dbo","tblIndexs","0"
