"DatabaseName","SchemaName","TableName","Rows"
"RSMDB","dbo","TblAveragGrm","0"
"RSMDB","dbo","TblBalanceSheetDetails","0"
"RSMDB","dbo","TblBalanceSheetHeader","0"
"RSMDB","dbo","TblBankPledge","0"
"RSMDB","dbo","TblBankPledge2","0"
"RSMDB","dbo","TblBankPledge3","0"
"RSMDB","dbo","TblBankPledge4","0"
"RSMDB","dbo","tblbanksCheques","0"
"RSMDB","dbo","tblbanksChequesDetails","0"
"RSMDB","dbo","TblBanksCollect","1"
"RSMDB","dbo","TblBanksCollectDetails","1"
"RSMDB","dbo","TblBanksDeposite","11"
"RSMDB","dbo","TblBanksDepositeDetails","11"
"RSMDB","dbo","TBLBankSettlement","0"
"RSMDB","dbo","TBLBankSettlementJoin","0"
"RSMDB","dbo","TblBarcodePrinting","0"
"RSMDB","dbo","TblBarcodePrintingDet","0"
"RSMDB","dbo","tblBaseCurve","0"
"RSMDB","dbo","TblBatchSheet","0"
"RSMDB","dbo","TblBatchSheetDet","0"
"RSMDB","dbo","TblBillBuyPayment","6"
"RSMDB","dbo","TblBillBuyPayment2","0"
"RSMDB","dbo","TblBillComputerChek","0"
"RSMDB","dbo","TblBillComputerChekDetails","0"
"RSMDB","dbo","TblBillProjectPayment","74"
"RSMDB","dbo","TblBillVindorPayment","0"
"RSMDB","dbo","TblboKRegister","0"
"RSMDB","dbo","TblBookingBondsInvs","0"
"RSMDB","dbo","TblBookingBondsInvsDet","0"
"RSMDB","dbo","TblBookingRequest","0"
"RSMDB","dbo","tblbookingrequest2","0"
"RSMDB","dbo","TblBoxesData","10"
"RSMDB","dbo","tblBoxesTemp","8"
"RSMDB","dbo","TblBoxStock","0"
"RSMDB","dbo","TblBoxStockDetails","0"
"RSMDB","dbo","TblBranchesData","2"
"RSMDB","dbo","tblBrands","0"
"RSMDB","dbo","tblBreaking","0"
"RSMDB","dbo","TblBusesDistribution","0"
"RSMDB","dbo","TblBusesDistributionDet","0"
"RSMDB","dbo","TblBuyBilllInvestment","0"
"RSMDB","dbo","TblBuyBilllInvestmentDet","0"
"RSMDB","dbo","TblBuyLanReEst","0"
"RSMDB","dbo","TblBuyLanReEstInsta","0"
"RSMDB","dbo","TblCameraLocations","1"
"RSMDB","dbo","TblCaptinTrans","0"
"RSMDB","dbo","TblCaptinTrans2","0"
"RSMDB","dbo","TblCarBillMentains","0"
"RSMDB","dbo","TblCarBillMentainsDetils","0"
"RSMDB","dbo","TblCardAuthorizationReform","0"
"RSMDB","dbo","TblCardAuthorizationReformDetails","0"
"RSMDB","dbo","TblCardAuthorizationReformItems","0"
"RSMDB","dbo","TblCardAuthoSerial","0"
"RSMDB","dbo","tblCarDrivers","0"
"RSMDB","dbo","TblCarExpenses","0"
"RSMDB","dbo","TblCarKMFOLLOW","0"
"RSMDB","dbo","TblCarKMFOLLOWDetails","0"
"RSMDB","dbo","tblCarMaint","0"
"RSMDB","dbo","TblCarMaintenancePlan","0"
"RSMDB","dbo","TblCarMaintenancePlanDetails","0"
"RSMDB","dbo","TblCarModels","0"
"RSMDB","dbo","TblCarOrderVouchers","0"
"RSMDB","dbo","TblCarOrderVouchers2","0"
"RSMDB","dbo","TblCarReceipt","0"
"RSMDB","dbo","TblCarsData","0"
"RSMDB","dbo","TblCarsDataDet","0"
"RSMDB","dbo","TBLCarTypes","0"
"RSMDB","dbo","TbLCashFollow","0"
"RSMDB","dbo","TblCategoryFarm","0"
"RSMDB","dbo","TblChangedComponentRegister","231"
"RSMDB","dbo","TblChangedComponentRegisterDetails","2026"
"RSMDB","dbo","TblChangeEmployeedata","0"
"RSMDB","dbo","TblChangeEmployeedataDetails","0"
"RSMDB","dbo","TblCheckRelease","0"
"RSMDB","dbo","TblCheckReleaseType","4"
"RSMDB","dbo","TblChecqueBoxContent","7"
"RSMDB","dbo","TblChecqueBoxContent1","37"
"RSMDB","dbo","TBLCitiesDistance","0"
"RSMDB","dbo","TblCitiesDistanceVendor","0"
"RSMDB","dbo","TblClass","4"
"RSMDB","dbo","TblClearanceCertificate","0"
"RSMDB","dbo","TblClientTransContr","0"
"RSMDB","dbo","TblClientTransContrDet","0"
"RSMDB","dbo","TBLClosePos","0"
"RSMDB","dbo","TBLClosePosTmp","0"
"RSMDB","dbo","tblCoating","0"
"RSMDB","dbo","tblCollections","0"
"RSMDB","dbo","TblColor","0"
"RSMDB","dbo","TblCombositAccount","1"
"RSMDB","dbo","TblCombositAccountDetails","0"
"RSMDB","dbo","TblCommisionTypes","2"
"RSMDB","dbo","TblCommisRece","0"
"RSMDB","dbo","TblCommisReceDetails","0"
"RSMDB","dbo","TblCompaniesGroup","0"
"RSMDB","dbo","TblCompanyContract","0"
"RSMDB","dbo","TblCompanyContractDet","0"
"RSMDB","dbo","TblCompareQutations","0"
"RSMDB","dbo","TblComparPrice","0"
"RSMDB","dbo","TblComparPriceDet","0"
"RSMDB","dbo","TblCompo","0"
"RSMDB","dbo","TblComponentYear","0"
"RSMDB","dbo","TblComponentYearDet","0"
"RSMDB","dbo","TblComponentYearDet2","0"
"RSMDB","dbo","TblComputerChek","0"
"RSMDB","dbo","TblConfirmVacation","0"
"RSMDB","dbo","TblConfirmVacation_Details","0"
"RSMDB","dbo","TblConfirmViolation","0"
"RSMDB","dbo","TblContract","2813"
"RSMDB","dbo","TBLContractAuto","651650"
"RSMDB","dbo","TblContractDet","0"
"RSMDB","dbo","TblContractDetails","656"
"RSMDB","dbo","tblContractInsAllocations","227"
"RSMDB","dbo","tblContractInsAllocations1","111"
"RSMDB","dbo","tblContractInsAllocationsDetails","4438"
"RSMDB","dbo","tblContractInsAllocationsDetails1","8671"
"RSMDB","dbo","tblContractInsAllocationsDetails2","29866"
"RSMDB","dbo","TblContractInstallDisco","0"
"RSMDB","dbo","TblContractInstallDisco2","0"
"RSMDB","dbo","TblContractInstallments","7478"
"RSMDB","dbo","TblContractInstallmentsHist","803"
"RSMDB","dbo","TblContractInstallmentsOld","1346"
"RSMDB","dbo","TblContractReVouch","0"
"RSMDB","dbo","TblCOntractSales","2809"
"RSMDB","dbo","TblContrStudent","0"
"RSMDB","dbo","TblContrStudentDet","0"
"RSMDB","dbo","TblCorBalaCus","0"
"RSMDB","dbo","TblCorBalaCusDet","0"
"RSMDB","dbo","TblCorrectaction","0"
"RSMDB","dbo","TblCountriesData","270"
"RSMDB","dbo","TblCountriesGovernments","8"
"RSMDB","dbo","TblCountriesGovernmentsCities","14"
"RSMDB","dbo","TblCoupons","0"
"RSMDB","dbo","TblCouponsDet","0"
"RSMDB","dbo","TblCreditFacicity","0"
"RSMDB","dbo","TblCreditFacicityDetails1","0"
"RSMDB","dbo","tblCriteriaSettings","0"
"RSMDB","dbo","tblCriteriaSettingsDetails","0"
"RSMDB","dbo","TblCurrencyBandNames","10"
"RSMDB","dbo","TblCusCar","0"
"RSMDB","dbo","TblCusCsh","0"
"RSMDB","dbo","TblCusOrderNo","0"
"RSMDB","dbo","TblCustemers","969"
"RSMDB","dbo","TblCustomerAlarm","0"
"RSMDB","dbo","TblCustomerComplaint","0"
"RSMDB","dbo","TblCustomerContract","0"
"RSMDB","dbo","TblCustomerContractDetails","0"
"RSMDB","dbo","TblCustomerContractDetailsGroups","0"
"RSMDB","dbo","tblCustomerFingers","0"
"RSMDB","dbo","TblCustomerPoints","0"
"RSMDB","dbo","TblCustomerSizes","0"
"RSMDB","dbo","TblCustomersLocations","0"
"RSMDB","dbo","TblCustomerType","2"
"RSMDB","dbo","TblCustResp","0"
"RSMDB","dbo","TblCustResp2","0"
"RSMDB","dbo","TBLdAILYSALES","0"
"RSMDB","dbo","TblDailyWorkflow","0"
