"DatabaseName","ObjectName","ExecutionCount","TotalElapsedMs","AvgElapsedMs","MaxElapsedMs","SqlText"
"","","1","7366.04","7366.04","7366.04","SELECT TOP (45)     CONVERT(date, Transaction_Date) AS TranDate,     COUNT(*) AS TransactionsCount,     COUNT(DISTINCT UserID) AS ActiveUsers,     COUNT(DISTINCT BranchId) AS ActiveBranches,     SUM(ISNULL(Transaction_NetValue, ISNULL(PayedValue,0))) AS NetValue,     SUM(ISNULL(NetValue,0)) AS Fees,     SUM(ISNULL(Vat,0)) AS Vat FROM dbo.Transactions WITH (NOLOCK) WHERE Transaction_Type = 21 GROUP BY CONVERT(date, Transaction_Date) ORDER BY TranDate DESC"
"","","1","650.61","650.61","650.61","SELECT     (SELECT COUNT(*) FROM dbo.Transactions WITH (NOLOCK) WHERE Transaction_Type=21) AS PosTransactions,     (SELECT COUNT(*) FROM dbo.Transaction_Details d WITH (NOLOCK) INNER JOIN dbo.Transactions t WITH (NOLOCK) ON t.Transaction_ID=d.Transaction_ID WHERE t.Transaction_Type=21) AS PosDetails,     (SELECT COUNT(*) FROM dbo.Notes WITH (NOLOCK)) AS NotesCount,     (SELECT COUNT(*) FROM dbo.DOUBLE_ENTREY_VOUCHERS WITH (NOLOCK)) AS JournalLines"
"","","1","312.17","312.17","312.17","SELECT TOP (30)     OBJECT_SCHEMA_NAME(i.object_id)+'.'+OBJECT_NAME(i.object_id) AS TableName,     i.name AS IndexName,     ISNULL(us.user_seeks,0) AS Seeks,     ISNULL(us.user_scans,0) AS Scans,     ISNULL(us.user_lookups,0) AS Lookups,     ISNULL(us.user_updates,0) AS Updates FROM sys.indexes i LEFT JOIN sys.dm_db_index_usage_stats us ON us.object_id=i.object_id AND us.index_id=i.index_id AND us.database_id=DB_ID() WHERE OBJECTPROPERTY(i.object_id,'IsUserTable')=1 ORDER BY (ISNULL(us.user_scan"
"","","1","0.28","0.28","0.28","SELECT TOP (30)     session_id, blocking_session_id, wait_type, wait_time, total_elapsed_time, command, status FROM sys.dm_exec_requests WHERE session_id <> @@SPID ORDER BY total_elapsed_time DESC"
