"DatabaseName","ObjectName","ExecutionCount","TotalElapsedMs","AvgElapsedMs","MaxElapsedMs","SqlText"
"","","2","13639.29","6819.65","7366.04","SELECT TOP (45)     CONVERT(date, Transaction_Date) AS TranDate,     COUNT(*) AS TransactionsCount,     COUNT(DISTINCT UserID) AS ActiveUsers,     COUNT(DISTINCT BranchId) AS ActiveBranches,     SUM(ISNULL(Transaction_NetValue, ISNULL(PayedValue,0))) AS NetValue,     SUM(ISNULL(NetValue,0)) AS Fees,     SUM(ISNULL(Vat,0)) AS Vat FROM dbo.Transactions WITH (NOLOCK) WHERE Transaction_Type = 21 GROUP BY CONVERT(date, Transaction_Date) ORDER BY TranDate DESC"
"","","2","887.06","443.53","650.61","SELECT     (SELECT COUNT(*) FROM dbo.Transactions WITH (NOLOCK) WHERE Transaction_Type=21) AS PosTransactions,     (SELECT COUNT(*) FROM dbo.Transaction_Details d WITH (NOLOCK) INNER JOIN dbo.Transactions t WITH (NOLOCK) ON t.Transaction_ID=d.Transaction_ID WHERE t.Transaction_Type=21) AS PosDetails,     (SELECT COUNT(*) FROM dbo.Notes WITH (NOLOCK)) AS NotesCount,     (SELECT COUNT(*) FROM dbo.DOUBLE_ENTREY_VOUCHERS WITH (NOLOCK)) AS JournalLines"
"","","2","329.25","164.62","312.17","SELECT TOP (30)     OBJECT_SCHEMA_NAME(i.object_id)+'.'+OBJECT_NAME(i.object_id) AS TableName,     i.name AS IndexName,     ISNULL(us.user_seeks,0) AS Seeks,     ISNULL(us.user_scans,0) AS Scans,     ISNULL(us.user_lookups,0) AS Lookups,     ISNULL(us.user_updates,0) AS Updates FROM sys.indexes i LEFT JOIN sys.dm_db_index_usage_stats us ON us.object_id=i.object_id AND us.index_id=i.index_id AND us.database_id=DB_ID() WHERE OBJECTPROPERTY(i.object_id,'IsUserTable')=1 ORDER BY (ISNULL(us.user_scan"
"","","1","75.73","75.73","75.73","SELECT TOP (20)     s.name + '.' + t.name AS TableName,     SUM(p.rows) AS RowsCount,     CAST(SUM(a.total_pages)*8.0/1024 AS DECIMAL(18,2)) AS TotalMB,     CAST(SUM(a.used_pages)*8.0/1024 AS DECIMAL(18,2)) AS UsedMB FROM sys.tables t JOIN sys.schemas s ON s.schema_id=t.schema_id JOIN sys.indexes i ON i.object_id=t.object_id JOIN sys.partitions p ON p.object_id=i.object_id AND p.index_id=i.index_id JOIN sys.allocation_units a ON a.container_id=p.partition_id WHERE i.index_id IN (0,1) GROUP BY s."
"","","1","47.26","47.26","47.26","SELECT TOP (20)     DB_NAME(mid.database_id) AS DatabaseName,     OBJECT_SCHEMA_NAME(mid.object_id, mid.database_id)+'.'+OBJECT_NAME(mid.object_id, mid.database_id) AS TableName,     migs.user_seeks,     CAST(migs.avg_total_user_cost * migs.avg_user_impact * (migs.user_seeks + migs.user_scans) AS DECIMAL(18,2)) AS ImprovementScore,     mid.equality_columns,     mid.inequality_columns,     mid.included_columns FROM sys.dm_db_missing_index_group_stats migs JOIN sys.dm_db_missing_index_groups mig O"
"","","1","16.12","16.12","16.12","SELECT TOP (10)     DB_NAME(st.dbid) AS DatabaseName,     OBJECT_NAME(st.objectid, st.dbid) AS ObjectName,     qs.execution_count AS ExecutionCount,     CAST(qs.total_elapsed_time/1000.0 AS DECIMAL(18,2)) AS TotalElapsedMs,     CAST((qs.total_elapsed_time/NULLIF(qs.execution_count,0))/1000.0 AS DECIMAL(18,2)) AS AvgElapsedMs,     CAST(qs.max_elapsed_time/1000.0 AS DECIMAL(18,2)) AS MaxElapsedMs,     LEFT(REPLACE(REPLACE(SUBSTRING(st.text, (qs.statement_start_offset/2)+1, ((CASE qs.statement_end_"
"","","2","0.52","0.26","0.28","SELECT TOP (30)     session_id, blocking_session_id, wait_type, wait_time, total_elapsed_time, command, status FROM sys.dm_exec_requests WHERE session_id <> @@SPID ORDER BY total_elapsed_time DESC"
"","","1","0.46","0.46","0.46","SELECT DB_NAME() AS DatabaseName,        CAST(SUM(size)*8.0/1024 AS DECIMAL(18,2)) AS SizeMB FROM sys.database_files"
