
TableName              ColumnName                         TypeName      max_length is_nullable
Notes                  TotalPayedOpBalance                float                  8        True
Notes                  TotalPayments                      float                  8        True
Notes                  NetValue                           float                  8        True
Notes                  PreBalaValue                       float                  8        True
Notes                  PreBalaPayed                       float                  8        True
Notes                  PreBalaRemain                      float                  8        True
Notes                  PreBalaTransPyed                   float                  8        True
Notes                  PreBalaNet                         float                  8        True
Notes                  RemainWater                        float                  8        True
Notes                  BillPrice                          float                  8        True
Notes                  RemainCommissions                  float                  8        True
Notes                  OldRent                            float                  8        True
Notes                  RemainService                      float                  8        True
Notes                  txtOldInsurance                    float                  8        True
Notes                  FilterID2                          int                    4        True
Notes                  ContainerNo                        int                    4        True
Notes                  installIDCont                      float                  8        True
Notes                  CCOPTion                           int                    4        True
Notes                  OfficeValueNet                     float                  8        True
Notes                  OfficeValueDiscAdd                 float                  8        True
Notes                  AddValue                           int                    4        True
Notes                  SessionCode                        nvarchar             510        True
Notes                  Ser                                int                    4        True
Notes                  ContractReVouchID                  int                    4        True
Notes                  CBoBasedON                         int                    4        True
Notes                  OrDer_no2                          int                    4        True
Notes                  QrCodeData                         nvarchar             510        True
Notes                  QrCodeDataPath                     nvarchar             510        True
Notes                  QrCodeImage                        image                 16        True
Notes                  TableName                          nvarchar            8000        True
Notes                  last_changed                       datetime               8        True
Notes                  ErrorMessageS                      nvarchar            8000        True
Notes                  warrningmessage                    nvarchar            8000        True
Notes                  RecTime                            datetime               8        True
Notes                  Currency_id                        int                    4        True
Notes                  Currency_rate                      float                  8        True
Notes                  zatcaStatus                        int                    4        True
Notes                  DateRec                            datetime               8        True
Notes                  CIBAN                              nvarchar            8000        True
Notes                  InvoiceTypeCodeID                  float                  8        True
Notes                  InvoiceTypeCodename                nvarchar             510        True
Notes                  DocumentCurrencyCode               nvarchar             510        True



