
TableName                         column_id ColumnName                         TypeName        
TblAqar                                  69 SalesEmp                           int             
TblAqar                                  70 BanckName                          nvarchar        
TblAqar                                  71 Provide                            nvarchar        
TblAqar                                  72 Remarks                            nvarchar        
TblAqar                                  73 ValYearIncrease                    float           
TblAqar                                  74 FromNo                             int             
TblAqar                                  75 ToNo                               int             
TblAqar                                  76 ChkOrder                           bit             
TblAqar                                  77 TypAmola                           int             
TblAqar                                  78 AmolaValus                         float           
TblAqar                                  79 FixedID                            int             
TblAqar                                  80 AccounCode                         nvarchar        
TblAqar                                  81 FromPlanneddate                    datetime        
TblAqar                                  82 FromPlanneddateH                   nvarchar        
TblAqar                                  83 ToPlanneddate                      datetime        
TblAqar                                  84 ToPlanneddateH                     nvarchar        
TblAqar                                  85 PlotNo                             nvarchar        
TblAqar                                  86 Planned                            nvarchar        
TblAqar                                  87 DisountAmount                      float           
TblAqar                                  88 NOOFYears                          float           
TblAqar                                  89 TypeDate                           int             
TblAqar                                  90 NoteID                             int             
TblAqar                                  91 NoteSerial                         nvarchar        
TblAqar                                  92 NoteSerial1                        nvarchar        
TblAqar                                  93 TxtContValueWithout                float           
TblAqar                                  94 TxtFATValue                        float           
TblAqar                                  95 TxtFATYou                          float           
TblAqar                                  96 ComResid                           float           
TblAqarDetai                              1 Id                                 float           
TblAqarDetai                              2 Aqarid                             int             
TblAqarDetai                              3 length                             nvarchar        
TblAqarDetai                              4 unitdesc                           nvarchar        
TblAqarDetai                              5 unitno                             nvarchar        
TblAqarDetai                              6 unittype                           int             
TblAqarDetai                              7 rentType                           int             
TblAqarDetai                              8 meterPrice                         float           
TblAqarDetai                              9 roomscount                         int             
TblAqarDetai                             10 WCcount                            int             
TblAqarDetai                             11 kithchencount                      int             
TblAqarDetai                             12 RentValue                          float           
TblAqarDetai                             13 customerid                         int             
TblAqarDetai                             14 haveFurniture                      bit             
TblAqarDetai                             15 namerentType                       nvarchar        
TblAqarDetai                             16 Floor                              nvarchar        
TblAqarDetai                             17 LoungeCount                        int             
TblAqarDetai                             18 ACCount                            int             
TblAqarDetai                             19 Status                             int             
TblAqarDetai                             20 Services                           float           
TblAqarDetai                             21 Water                              float           
TblAqarDetai                             22 electric                           float           
TblAqarDetai                             23 ACCountspleat                      int             
TblAqarDetai                             24 UnitElectric                       nvarchar        
TblAqarDetai                             25 MiniRentValue                      float           
TblAqarDetai                             26 Comm                               float           
TblAqarDetai                             27 InsuranceValue                     float           
TblAqarDetai                             28 CommValue                          float           
TblAqarDetai                             29 FilterDateH                        nvarchar        
TblAqarDetai                             30 FilterDate                         datetime        
TblAqarDetai                             31 ContID                             int             
TblAqarDetai                             32 Typed                              int             
TblAqarDetai                             33 isTax                              bit             
TblAqarDetai                             34 readyDAte                          nvarchar        
TblAqarDetai                             35 ready                              bit             
TblAqarDetai                             36 Mremarks                           nvarchar        
TblAqrOwin                                1 ID                                 int             
TblAqrOwin                                2 AqrID                              int             
TblAqrOwin                                3 RecDateH                           nvarchar        
TblAqrOwin                                4 RecDate                            datetime        
TblAqrOwin                                5 value                              float           
TblAqrOwin                                6 DMY                                int             
TblAqrOwin                                7 Cont                               int             
TblAqrOwin                                8 AllowDateH                         nvarchar        
TblAqrOwin                                9 AllowDate                          datetime        
TblAqrOwin                               10 PaymentNo                          int             
TblAqrOwin                               11 TotalPayed                         int             
TblAqrOwin                               12 valuewithout                       float           
TblAqrOwin                               13 VatPerc                            float           
TblAqrOwin                               14 VatValue                           float           
TblAqrOwin                               15 ValueAfterDiscount                 float           
TblAqrOwin                               16 Discount                           float           
TblAqrOwin                               17 valueBeforDiscount                 float           
TblAqrOwin                               18 Select                             bit             
TblContract                               1 ContNo                             float           
TblContract                               2 ContType                           int             
TblContract                               3 ContDate                           datetime        
TblContract                               4 Iqar                               int             
TblContract                               5 ownerid                            int             
TblContract                               6 UnitType                           int             
TblContract                               7 UnitNo                             int             
TblContract                               8 RentType                           int             
TblContract                               9 StrDate                            datetime        
TblContract                              10 EndDate                            datetime        
TblContract                              11 MeterValue                         float           
TblContract                              12 MeterCount                         float           
TblContract                              13 TotalContract                      float           
TblContract                              14 PayAmini                           float           
TblContract                              15 CommiValue                         float           
TblContract                              16 InsuranceValue                     float           
TblContract                              17 Water                              float           
TblContract                              18 Electricity                        float           
TblContract                              19 Phone                              float           
TblContract                              20 Enternet                           float           
TblContract                              21 IncresYearValue                    float           
TblContract                              22 IncresYearRate                     float           
TblContract                              23 CusID                              int             
TblContract                              24 PaymentCount                       int             
TblContract                              25 FristPaymentDate                   datetime        
TblContract                              26 PeriodsID                          int             
TblContract                              27 Periods                            int             
TblContract                              28 Furnishing                         int             
TblContract                              29 Remarks                            nvarchar        
TblContract                              30 RecorddateH                        nvarchar        
TblContract                              31 FromdateH                          nvarchar        
TblContract                              32 TodateH                            nvarchar        
TblContract                              33 FirstInstallDateH                  nvarchar        
TblContract                              34 Branch_NO                          int             
TblContract                              35 NoteID                             int             
TblContract                              36 NoteSerial                         nvarchar        
TblContract                              37 NoteSerial1                        nvarchar        
TblContract                              38 NewOrOpeneing                      int             
TblContract                              39 OthersRules                        nvarchar        
TblContract                              40 Emp_ID                             int             
TblContract                              41 OutContract                        int             
TblContract                              42 OldRent                            float           
TblContract                              43 OldWater                           float           
TblContract                              44 OldElectric                        float           
TblContract                              45 oldCommi                           float           
TblContract                              46 DivWater                           int             
TblContract                              47 DivElectric                        int             
TblContract                              48 OldInsurance                       int             
TblContract                              49 balanceDate                        datetime        
TblContract                              50 balanceDateH                       nvarchar        
TblContract                              51 balanceDes                         nvarchar        
TblContract                              52 Renew                              bit             
TblContract                              53 ContNoOld                          int             
TblContract                              54 FromdateHO                         nvarchar        
TblContract                              55 FromdateO                          datetime        
TblContract                              56 EndContract                        bit             
TblContract                              57 Employeecontract                   bit             
TblContract                              58 Emp_IDContract                     int             
TblContract                              59 OutOffice                          float           
TblContract                              60 LegalIssue                         bit             
TblContract                              61 NotID                              int             
TblContract                              62 NoteSrial1                         nvarchar        
TblContract                              63 NotValue                           float           
TblContract                              64 UnitElectric                       nvarchar        
TblContract                              65 RetValue2                          float           
TblContract                              66 WaterValue2                        float           
TblContract                              67 CommValue2                         float           
TblContract                              68 InstrunceValue2                    float           
TblContract                              69 StrMerg                            nvarchar        
TblContract                              70 ElectricityValue2                  float           
TblContract                              71 MiniRentValue                      float           
TblContract                              72 Servce                             float           
TblContract                              73 MethodDeci                         int             
TblContract                              74 FlagContrNew2                      bit             
TblContract                              75 NetValue                           float           
TblContract                              76 FATYou                             float           
TblContract                              77 FATValue                           float           
TblContract                              78 TotalValue                         float           
TblContract                              79 ComResid                           int             
TblContract                              80 AccountCodeVat                     nvarchar        
TblContract                              81 CommiValueInVAT                    int             
TblContract                              82 ContID                             int             
TblContract                              83 TypeDate                           int             
TblContract                              84 FATValue2                          float           
TblContract                              85 Contract_period_no                 int             
TblContract                              86 Contract_period                    int             
TblContract                              87 AccountCodeVat2                    nvarchar        
TblContract                              88 FATYou2                            float           
TblContract                              89 Remark2                            nvarchar        
TblContract                              90 InsurValueInVAT                    int             
TblContract                              91 WaterElecValueInVAT                int             
TblContract                              92 DiscountPercent                    float           
TblContract                              93 DiscountvaLUE                      float           
TblContract                              94 Accredit                           bit             
TblContract                              95 NewNO                              nvarchar        
TblContract                              96 ContractReVouchID                  int             
TblContract                              97 IsNotCreateEntry                   int             
TblContract                              98 UserID                             int             
TblContract                              99 FATYou22                           float           
TblContract                             100 QrCodeData                         nvarchar        
TblContract                             101 QrCodeDataPath                     nvarchar        
TblContract                             102 QrCodeImage                        image           
TblContract                             103 IsShamel                           bit             
TblContract                             104 InsuranceValue1                    float           
TblContract                             105 InsuranceValueAdd                  float           
tblContractInsAllocationsDetails2         1 id                                 int             
tblContractInsAllocationsDetails2         2 transID                            int             
tblContractInsAllocationsDetails2         3 CusID                              int             
tblContractInsAllocationsDetails2         4 InstallNo                          int             
tblContractInsAllocationsDetails2         5 Installdate                        datetime        
tblContractInsAllocationsDetails2         6 InstalldateH                       nvarchar        
tblContractInsAllocationsDetails2         7 installValue                       float           
tblContractInsAllocationsDetails2         8 RentValue                          float           
tblContractInsAllocationsDetails2         9 Commissions                        float           
tblContractInsAllocationsDetails2        10 Insurance                          float           
tblContractInsAllocationsDetails2        11 Water                              float           
tblContractInsAllocationsDetails2        12 Electric                           float           
tblContractInsAllocationsDetails2        13 TelandNet                          float           
tblContractInsAllocationsDetails2        14 allocations                        int             
tblContractInsAllocationsDetails2        15 Countsofall                        int             
tblContractInsAllocationsDetails2        16 Doneofall                          int             
tblContractInsAllocationsDetails2        17 Installid                          int             
tblContractInsAllocationsDetails2        18 hijri                              int             
tblContractInsAllocationsDetails2        19 NoteSerial                         nvarchar        
TblContractInstallments                   1 id                                 int             
TblContractInstallments                   2 ContNo                             float           
TblContractInstallments                   3 InstallNo                          int             
TblContractInstallments                   4 Installdate                        datetime        
TblContractInstallments                   5 InstalldateH                       nvarchar        
TblContractInstallments                   6 installValue                       float           
TblContractInstallments                   7 Status                             bit             
TblContractInstallments                   8 NoteSerial                         nvarchar        
TblContractInstallments                   9 NoteSerial1                        nvarchar        
TblContractInstallments                  10 NoteID                             int             
TblContractInstallments                  11 RentValue                          float           
TblContractInstallments                  12 Commissions                        float           
TblContractInstallments                  13 Insurance                          float           
TblContractInstallments                  14 Water                              float           
TblContractInstallments                  15 Electric                           float           
TblContractInstallments                  16 TelandNet                          float           
TblContractInstallments                  17 payed                              float           
TblContractInstallments                  18 Remains                            float           
TblContractInstallments                  19 RentValuePayed                     float           
TblContractInstallments                  20 CommissionsPayed                   float           
TblContractInstallments                  21 InsurancePayed                     float           
TblContractInstallments                  22 WaterPayed                         float           
TblContractInstallments                  23 ElectricPayed                      float           
TblContractInstallments                  24 TelandNetPayed                     float           
TblContractInstallments                  25 lastPayedDate                      datetime        
TblContractInstallments                  26 lastPayedDateH                     nvarchar        
TblContractInstallments                  27 allocations                        int             
TblContractInstallments                  28 Countsofall                        int             
TblContractInstallments                  29 Doneofall                          int             
TblContractInstallments                  30 hijri                              int             
TblContractInstallments                  31 OldValueDate                       datetime        
TblContractInstallments                  32 OldValueDateH                      nvarchar        
TblContractInstallments                  33 OldValue                           float           
TblContractInstallments                  34 des                                nvarchar        
TblContractInstallments                  35 NpayedValue                        float           
TblContractInstallments                  36 Rent1                              float           
TblContractInstallments                  37 RentArbon                          float           
TblContractInstallments                  38 NetRent                            float           
TblContractInstallments                  39 Commissions1                       float           
TblContractInstallments                  40 CommissionsArbon                   float           
TblContractInstallments                  41 NetCommissions                     float           
TblContractInstallments                  42 Insurance1                         float           
TblContractInstallments                  43 InsuranceArbon                     float           
TblContractInstallments                  44 NetInsurance                       float           
TblContractInstallments                  45 Water1                             float           
TblContractInstallments                  46 WaterArbon                         float           
TblContractInstallments                  47 NetWater                           float           
TblContractInstallments                  48 Electric1                          float           
TblContractInstallments                  49 ElectricArbon                      float           
TblContractInstallments                  50 NetElectric                        float           
TblContractInstallments                  51 ServiceArbon                       float           
TblContractInstallments                  52 WivrID                             int             
TblContractInstallments                  53 OldValuePayed                      float           
TblContractInstallments                  54 TempInstal                         float           
TblContractInstallments                  55 VATPayed                           float           
TblContractInstallments                  56 VATValue                           float           
TblContractInstallments                  57 DevID                              int             
TblContractInstallments                  58 Prefix                             nvarchar        
TblContractInstallments                  59 VATArboon                          float           
TblContractInstallments                  60 ContractReVouchID                  int             
TblContractInstallments                  61 ContractReVouchID2                 int             
TblContractInstallments                  62 VATValueOld                        float           
TblContractInstallments                  63 VATYou1                            float           
TblContractInstallments                  64 VATYou2                            float           
TblContractInstallments                  65 VATValue1                          float           
TblContractInstallments                  66 VATValue2                          float           
TblContractInstallments                  67 CountDay1                          int             
TblContractInstallments                  68 CountDay2                          int             
TblContractInstallments                  69 CostDay                            float           
TblContractInstallments                  70 CountDaysTotal                     int             
TblContractInstallments                  71 IsChangVat                         int             
TblContractInstallments                  72 NoteIdDiff                         int             
TblContractInstallments                  73 NoteSerialDiff                     int             
TblContractInstallments                  74 DiffAmount                         float           
TblContractInstallments                  75 VATValue1Com                       float           
TblContractInstallments                  76 VATValue2Com                       float           
TblContractInstallments                  77 Commissions2                       float           
TblContractInstallments                  78 QrCodeData                         nvarchar        
TblContractInstallments                  79 QrCodeDataPath                     nvarchar        
TblContractInstallments                  80 QrCodeImage                        image           
TblContractInstallments                  81 NoteSerial1H                       nvarchar        
TblCustemers                              1 CusID                              int             
TblCustemers                              2 CusName                            nvarchar        
TblCustemers                              3 CusNamee                           nvarchar        
TblCustemers                              4 ResponsibleContact                 nvarchar        
TblCustemers                              5 Cus_Phone                          nvarchar        
TblCustemers                              6 Cus_mobile                         nvarchar        
TblCustemers                              7 Remark                             ntext           
TblCustemers                              8 Type                               int             
TblCustemers                              9 OpenBalance                        float           
TblCustemers                             10 OpenBalanceType                    int             
TblCustemers                             11 OpenBalanceDate                    datetime        
TblCustemers                             12 CreditLimit                        real            
TblCustemers                             13 Account_Code_As_Client             nvarchar        
TblCustemers                             14 Account_Code_As_Supplier           nvarchar        
TblCustemers                             15 CreditlimitCredit                  real            
TblCustemers                             16 FaxNumber                          nvarchar        
TblCustemers                             17 E_mail                             nvarchar        
TblCustemers                             18 SaleType                           int             
TblCustemers                             19 Account_Code                       nvarchar        
TblCustemers                             20 Trans_Discount                     real            
TblCustemers                             21 Trans_DiscountType                 int             
TblCustemers                             22 CountryID                          int             
TblCustemers                             23 GovernmentID                       int             
TblCustemers                             24 CityID                             int             
TblCustemers                             25 Address                            nvarchar        
TblCustemers                             26 Trans_DiscountPur                  real            
TblCustemers                             27 Trans_DiscountTypePur              int             
TblCustemers                             28 CountEmp                           int             
TblCustemers                             29 ToTal                              money           
TblCustemers                             30 c1                                 varchar         
TblCustemers                             31 c2                                 varchar         
TblCustemers                             32 Remark2                            varchar         
TblCustemers                             33 locked                             bit             
TblCustemers                             34 parent_account                     varchar         
TblCustemers                             35 opening_balance_voucher_id         float           
TblCustemers                             36 DepitInterval                      int             
TblCustemers                             37 CreditInterval                     int             
TblCustemers                             38 DepitIntervalID                    int             
TblCustemers                             39 CreditIntervalID                   int             
TblCustemers                             40 EmpId                              int             
TblCustemers                             41 prifix                             nvarchar        
TblCustemers                             42 code                               nvarchar        
TblCustemers                             43 Fullcode                           nvarchar        
TblCustemers                             44 CustomerandVendor                  bit             
TblCustemers                             45 CustomerTypeID                     int             
TblCustemers                             46 BranchId                           int             
TblCustemers                             47 CustGID                            float           
TblCustemers                             48 ExpireDateH                        nvarchar        
TblCustemers                             49 Company                            nvarchar        
TblCustemers                             50 JobTitle                           nvarchar        
TblCustemers                             51 Salary                             float           
TblCustemers                             52 JobAddress                         nvarchar        
TblCustemers                             53 JobTel                             nvarchar        
TblCustemers                             54 JobTelConvert                      nvarchar        
TblCustemers                             55 HomeTel                            nvarchar        
TblCustemers                             56 Mobile1                            nvarchar        
TblCustemers                             57 Mobile2                            nvarchar        
TblCustemers                             58 CountryID2                         float           
TblCustemers                             59 Sex                                nvarchar        
TblCustemers                             60 Account_Code1                      nvarchar        
TblCustemers                             61 Account_Code2                      nvarchar        
TblCustemers                             62 ParentAccount                      nvarchar        
TblCustemers                             63 OpenBalanceType1                   int             
TblCustemers                             64 OpenBalance1                       float           
TblCustemers                             65 OpenBalanceType2                   int             
TblCustemers                             66 OpenBalance2                       float           
TblCustemers                             67 ShowQty1                           float           
TblCustemers                             68 showPrice1                         float           
TblCustemers                             69 showPrice2                         float           
TblCustemers                             70 Salaries1                          float           
TblCustemers                             71 Salaries2                          float           
TblCustemers                             72 ShowQty1c                          float           
TblCustemers                             73 showPrice1c                        float           
TblCustemers                             74 showPrice2c                        float           
TblCustemers                             75 Salaries1c                         float           
TblCustemers                             76 Salaries2c                         float           
TblCustemers                             77 Totald                             float           
TblCustemers                             78 Totalc                             float           
TblCustemers                             79 balanced                           float           
TblCustemers                             80 balancec                           float           
TblCustemers                             81 TypeCustomer                       int             
TblCustemers                             82 BoxMil                             nvarchar        
TblCustemers                             83 ZipCode                            nvarchar        
TblCustemers                             84 RecordDate                         datetime        
TblCustemers                             85 Entry                              nvarchar        
TblCustemers                             86 JobName                            nvarchar        
TblCustemers                             87 Map                                nvarchar        
TblCustemers                             88 authorizationname                  nvarchar        
TblCustemers                             89 authorizationNo                    nvarchar        
TblCustemers                             90 InsuranceAccount                   nvarchar        
TblCustemers                             91 Owner                              bit             
TblCustemers                             92 creditlocked                       int             
TblCustemers                             93 BoxNo                              nvarchar        
TblCustemers                             94 PostalCode                         nvarchar        
TblCustemers                             95 RsID                               nvarchar        
TblCustemers                             96 RsDegree                           nvarchar        
TblCustemers                             97 RsIDDate                           datetime        
TblCustemers                             98 BankAccount                        nvarchar        
TblCustemers                             99 BankName                           nvarchar        
TblCustemers                            100 RecordNo                           nvarchar        
TblCustemers                            101 RecordDateH                        nvarchar        
TblCustemers                            102 RsIDDateH                          nvarchar        
TblCustemers                            103 Category                           int             
TblCustemers                            104 BankID                             int             
TblCustemers                            105 Flg                                int             
TblCustemers                            106 TypeInvestor                       int             
TblCustemers                            107 GroupInvestor                      int             
TblCustemers                            108 IBAN                               nvarchar        
TblCustemers                            109 Typ                                int             
TblCustemers                            110 BankCode                           nvarchar        
TblCustemers                            111 BankIBAN                           nvarchar        
TblCustemers                            112 BankAddress                        nvarchar        
TblCustemers                            113 CustGIDPlace                       nvarchar        
TblCustemers                            114 Mail2                              nvarchar        
TblCustemers                            115 PassWord                           nvarchar        
TblCustemers                            116 HajEnter_Out                       int             
TblCustemers                            117 TypeHaj                            int             
TblCustemers                            118 TypeOmrh                           int             
TblCustemers                            119 VATNO                              nvarchar        
TblCustemers                            120 CurrncyID                          int             
TblCustemers                            121 SendMessage                        int             
TblCustemers                            122 Account_VAT                        nvarchar        
TblCustemers                            123 BrithDateH                         nvarchar        
TblCustemers                            124 BrithDate                          datetime        
TblCustemers                            125 AccountAccountAqar                 nvarchar        
TblCustemers                            126 CPaymentType                       int             
TblCustemers                            127 ClassCustomersId                   int             
TblCustemers                            128 GroupsCustomersId                  int             
TblCustemers                            129 BranchName                         nvarchar        
TblCustemers                            130 IsNotCommission                    bit             
TblCustemers                            131 NoComm                             int             
TblCustemers                            132 CHkMot3ahed                        bit             
TblCustemers                            133 ToPerson                           nvarchar        
TblCustemers                            134 QRCODE                             nvarchar        
TblCustemers                            135 CUsDOB2                            datetime        
TblCustemers                            136 NationalNo                         nvarchar        
TblCustemers                            137 txtGeneralTax                      nvarchar        
TblCustemers                            138 txtTaxC                            nvarchar        
TblCustemers                            139 txtTaxStamp                        nvarchar        
TblCustemers                            140 txtWorkEarningTaxes                nvarchar        
TblCustemers                            141 txtTaxNo1                          nvarchar        
TblCustemers                            142 txtTaxNo2                          nvarchar        
TblCustemers                            143 txtTaxNo3                          nvarchar        
TblCustemers                            144 txtTaxNo4                          nvarchar        
TblCustemers                            145 txtTaxNo5                          nvarchar        
TblCustemers                            146 TxtVATNO1                          nvarchar        
TblCustemers                            147 TxtVATNO2                          nvarchar        
TblCustemers                            148 TxtVATNO3                          nvarchar        
TblCustemers                            149 txtInsOffice                       nvarchar        
TblCustemers                            150 txtCardImportNo                    nvarchar        
TblCustemers                            151 txtCardExportNo                    nvarchar        
TblCustemers                            152 txtDateIssuanceImport              datetime        
TblCustemers                            153 txtDateRenewImport                 datetime        
TblCustemers                            154 txtDateIssuanceExport              datetime        
TblCustemers                            155 txtDateRenewExport                 datetime        
TblCustemers                            156 txtLastDateRenewReg                datetime        
TblCustemers                            157 Period1                            int             
TblCustemers                            158 Period2                            int             
TblCustemers                            159 cmbTaxStatus                       int             
TblCustemers                            160 ParentAccountCurrentAss            nvarchar        
TblCustemers                            161 ParentAccountCurrentHih            nvarchar        
TblCustemers                            162 Account_CodeAss1                   nvarchar        
TblCustemers                            163 Account_CodeAss2                   nvarchar        
TblCustemers                            164 Account_CodeHi1                    nvarchar        
TblCustemers                            165 Account_CodeHi2                    nvarchar        
TblCustemers                            166 StreetName                         nvarchar        
TblCustemers                            167 AdditionalStreetName               nvarchar        
TblCustemers                            168 BuildingNumber                     nvarchar        
TblCustemers                            169 PlotIdentification                 nvarchar        
TblCustemers                            170 CityName                           nvarchar        
TblCustemers                            171 PostalZone                         nvarchar        
TblCustemers                            172 CountrySubentity                   nvarchar        
TblCustemers                            173 CitySubdivisionName                nvarchar        
TblCustemers                            174 IdentificationCode                 nvarchar        
TblCustemers                            175 export                             int             
TblCustemers                            176 chkTaxExempt                       bit             
TblCustemers                            177 AddressE                           nvarchar        
TblCustemers                            178 Id700                              nvarchar        
TblCustemers                            179 IsHiddenInv                        bit             
TblUnites                                 1 UnitID                             int             
TblUnites                                 2 UnitName                           nvarchar        
TblUnites                                 3 UnitNamee                          nvarchar        
TblUnites                                 4 SessionCode                        nvarchar        
TblUnites                                 5 HaveWeight                         int             
TblUnites                                 6 QRCODE                             nvarchar        



